ASV	Phylum	Class	Order	Family	Genus	Species	Confidence	1003_Wk1	1003_Wk2	1003_Wk3	1003_Wk4	1003_Wk5	1003_Wk6	1003_Wk7	1003_Wk8	1003_Wk9	1004_Wk1	1004_Wk2	1004_Wk3	1004_Wk4	1004_Wk5	1004_Wk6	1004_Wk7	1004_Wk8	1004_Wk9	1005_Wk1	1005_Wk2	1005_Wk3	1005_Wk4	1005_Wk5	1005_Wk6	1005_Wk7	1005_Wk8	1005_Wk9	PCR_NEG	Wk1_Blank	Wk1_Control	Wk2_Control	Wk3_Blank	Wk3_Control	Wk4_1003Parallel	Wk4_1004Parallel	Wk4_1005Parallel	Wk4_Blank	Wk5_1003Parallel	Wk5_1004Parallel	Wk5_1005Parallel	Wk5_FieldBlank	Wk6_1003Parallel	Wk6_1004Parallel	Wk6_1005Parallel	Wk6_FieldBlank	Wk7_1003Parallel	Wk7_1004Parallel	Wk7_1005Parallel	Wk7_FieldBlank	Wk8_1003Parallel	Wk8_1004Parallel	Wk8_1005Parallel	Wk8_FieldBlank	Wk9_1003Parallel	Wk9_1004Parallel	Wk9_FieldBlank	XN_1	XN_2	XN_3
86cf7adc6e5d05e04c179c3e6028cb5f	 p__Chordata	 Actinopteri	 Pleuronectiformes	 Pleuronectidae			0.999999999891099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
047132a8b4596d09bd43b0a70d16962f	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Clinocottus	globiceps	0.999998446252476	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d797f10ff077324ccdef9e7d0b41594	 p__Chordata	 Amphibia	 Caudata	 Salamandridae	 Cynops	pyrrhogaster	0.813417077519102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca4626c7dc01d8ad43fd033a28b83c57	 p__Chordata	 Actinopteri	 Gobiiformes	 Gobiidae	 Clevelandia	ios	0.999999988830254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cd4557eed29f83930b9f257f9dc919d	 p__Chordata	 Actinopteri	 Clupeiformes	 Engraulidae	 Engraulis	mordax	0.9999999999594	0	0	0	7	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b88062c233de4432e53e6ebfbfe05c44	 p__Chordata	 Actinopteri	 Perciformes	 Liparidae	 Liparis		0.999971636621212	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6d24e5de951753ccc14f0cdc3901a50	 p__Chordata	 Actinopteri	 Perciformes	 Sebastidae			0.999999566042964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
742745c807b13cb5ec15c38daf14b907	 p__Chordata	 Actinopteri	 Perciformes	 Sebastidae	 Sebastes		0.999787698771941	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82b8dfc4213f5447f2dd03d54d6cd988	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Oligocottus	maculosus	0.973166136637328	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bbbbbbbddb3bc4edac0017e4e7b79de1	 p__Chordata	 Actinopteri	 Clupeiformes	 Clupeidae	 Alosa	sapidissima	0.996060680578484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
4bcfe9e5819f4367cb16e64939556d48	 p__Chordata	 Mammalia	 Artiodactyla	 Bovidae	 Ovis	aries	0.847035421589341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dab3068cb6092ddac37141ccf003888	 p__Chordata	 Mammalia	 Carnivora	 Canidae	 Canis	lupus familiaris	0.990252742472648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
e78ec55fe87287ffbd7bb5a951d66260	 p__Chordata	 Actinopteri	 Perciformes	 Hexagrammidae	 Oxylebius	pictus	0.996992536372871	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04ca853e6db400c11f5a4cdc290564dc	 p__Chordata						1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b02f9ddcc57e5999dd7eacbfc286dfdb	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae			0.924060918864435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f17dcda73a97a0a67e4a99eae5805a7	 p__Chordata						1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91f00a826ea34891d45b1f4734b4e5f2	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Clinocottus	acuticeps	0.99999999999946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e90c0533aaaa7cdf79c415393cd0131	 p__Chordata	 Mammalia	 Rodentia	 Castoridae	 Castor	canadensis	0.999998518541876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca832836a6d3779b8567fe51ae91f448	 p__Chordata	 Actinopteri	 Perciformes	 Agonidae			0.999999796546656	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e8c333b11e9b1808664fcd2f3ea876d	 p__Chordata	 Actinopteri	 Perciformes	 Liparidae	 Liparis		0.977190192616971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670e024b555a50f7d9f04b9365faedc5	 p__Chordata	 Aves	 Anseriformes	 Anatidae	 Anas	zonorhyncha	0.999894886421495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95489e32db8db7b3cf979ede37d0ee1d	 p__Chordata						1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
c2366637694baa3e3d236c6269221e37	 p__Chordata						0.999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
581c5adab48affa2978709fb3dd922a8	 p__Chordata	 Actinopteri					0.99947773054536	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b23e9d30ce7c158a640c482f4a97db8	 p__Chordata						0.999999999999997	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5af605dd46fac543e0d15b4c8ac4c1e3	 p__Chordata						0.999999999999998	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b17a3ad0d4ab16978e2add435feaecb	 p__Chordata	 Actinopteri	 Perciformes	 Percidae	 Perca	sp. BD-2002	0.996803567965572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c54ebf5c5771ac873c426e88708393a0	 p__Chordata	 Actinopteri					0.999983220836795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
c5acec062c0395c23de4fffc39c10889	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Cottus	beldingii	0.894146526592914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b4a75da0abab4f39b4d32dd8a931a9e	 p__Chordata	 Actinopteri	 Perciformes	 Stichaeidae	 Phytichthys	chirus	0.986838887318924	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92a8f5c02232a670ffe6364103d131ae	 p__Chordata	 Actinopteri	 Gadiformes	 Gadidae	 Gadus		0.999802519312237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
b629ca224f4773e64c6c61203aa1d079	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Oligocottus	maculosus	0.999899497315379	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d1c6c8ac2d7b222a19cc04b7950e5ac	 p__Chordata	 Actinopteri	 Uranoscopiformes	 Ammodytidae	 Ammodytes		0.99999991783919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a9983ca5b5889d749212df0721988704	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae			0.724158027175794	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17d81ebe20dc706eb0def5edb02f46f9	 p__Chordata	 Actinopteri	 Perciformes	 Cottidae	 Clinocottus	globiceps	0.971309316150089	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de51b7d1e6579dd4c56230d6b383b45f	 p__Chordata	 Actinopteri	 Clupeiformes	 Engraulidae	 Engraulis	mordax	0.999999999453536	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5b46406193b5d4326e350c366df7e30a	 p__Chordata	 Actinopteri	 Perciformes	 Gasterosteidae	 Gasterosteus		0.731256676499864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78937dc38efd73fd01badb2682221b50	 p__Chordata	 Aves	 Anseriformes	 Anatidae	 Anas	zonorhyncha	0.999653166478025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68c667d1c0c8f8264dc012fef3d44916	 p__Chordata	 Actinopteri	 Gadiformes	 Gadidae			0.999999826249085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810c87b7f3dd851438df91e5ffb36d22	 p__Chordata	 Actinopteri	 Esociformes	 Esocidae	 Esox	americanus	0.924050423111014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07df5a75935b226bfe8118371c6a24cf	 p__Chordata						0.999999999999988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e9250283907b7eadcd76fd6d15add66	 p__Chordata						1.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
068ebca9fb464eaf8c758b1fe7349df0	 p__Chordata	 Actinopteri	 Pleuronectiformes	 Cyclopsettidae	 Citharichthys	stigmaeus	0.999997278210766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
2cf61ec0c7099ef665080595b251c646	 p__Chordata						1.00000000000001	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444efbf95eca8d5e3b7951a79213dd71	 p__Chordata	 Actinopteri	 Scombriformes	 Scombridae	 Rastrelliger	brachysoma	0.96293312439834	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
faa7f993ad17fc938be612aa89acc6c6	 p__Chordata	 Mammalia	 Rodentia				0.833341142681753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d56e546f389009447bee6e9875c3129	 p__Chordata	 Actinopteri	 Perciformes				0.999990739818352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa7a1b639dee3a710fe964dbb7a20ec9	 p__Chordata	 Actinopteri	 Cichliformes	 Cichlidae	 Oreochromis	niloticus	0.995951209313547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28be19fe79c7e6c3b6bd8ff3c81df971	 p__Chordata	 Actinopteri	 Euteleosteomorpha	 Embiotocidae	 Cymatogaster	aggregata	0.999804218839391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
cb9cd62294c69b13a291d655357f490e	 p__Chordata	 Aves	 Anseriformes	 Anatidae	 Anas	zonorhyncha	0.999054719066464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
d365c6ec59d2f0f324c43051eebdba3f	 p__Chordata						0.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
a26ce1dcab853219dacd05498f215fef	 p__Chordata						1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f22d35497cbb3000d208a742d9e6911	 p__Chordata						1.00000000000001	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297d0fb97f0d8b00a20e8438ced54f61	 p__Chordata	 Actinopteri	 Cypriniformes	 Cyprinidae	 Carassius	sp. 'Ginbuna'	0.895299020516894	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b634195d7640ca3631843dd4ee650b59	 p__Chordata						1.00000000000001	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2231c2c3d2c1c8b03c6f91c0548fdc07	 p__Chordata	 Actinopteri	 Salmoniformes	 Salmonidae	 Prosopium	cylindraceum	0.706145633118979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7faf436f31da27dd590c43a8a0d1e94	 p__Chordata	 Actinopteri	 Osmeriformes	 Osmeridae	 Hypomesus		0.910403562700603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400b7ce9eedab22e919b96aa272a95f2	 p__Chordata	 Mammalia	 Carnivora	 Canidae	 Vulpes	vulpes	0.999971997438552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a575e028d706654e0f9581f2ee5961ac	 p__Chordata	 Actinopteri	 Pleuronectiformes	 Cyclopsettidae	 Citharichthys	sordidus	0.999993649638482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
